
12|87|23:21
0|25|23:21
2|22|23:21
6|51|23:21
1|65|23:21
4|56|23:21
11|89|23:21
4|25|23:22
6|54|23:22
2|91|23:22
7|31|23:22
3|86|23:22
6|94|23:22
5|13|23:22
9|17|23:22
11|39|23:22
11|46|23:22
6|29|23:22
1|53|23:22
8|35|23:23
5|75|23:23
7|13|23:23
13|11|23:23
3|81|23:23
5|49|23:23
11|58|23:24
3|70|23:24
6|96|23:24
12|47|23:24
12|87|23:24
7|10|23:24
0|11|23:24
9|44|23:25
12|14|23:25
1|33|23:25
13|46|23:25
4|77|23:25
9|56|23:25
12|80|23:25
3|76|23:25
4|80|23:26
0|40|23:26
3|73|23:26
1|96|23:26
10|98|23:27
1|89|23:28
11|77|23:28
14|66|23:28
10|60|23:29
3|87|23:29
9|29|23:29
7|91|23:29
4|39|23:29
13|43|23:29
1|33|23:29
12|98|23:29
1|33|23:29
3|70|23:29
5|42|23:29
6|18|23:29
4|2|23:29
5|8|23:30
5|72|23:30
7|41|23:30
0|86|23:31
1|81|23:35
13|64|23:35
3|90|23:35
6|52|23:35
5|17|23:36
1|10|23:36
5|96|23:36
10|22|23:36
6|98|23:36
2|17|23:36
7|52|23:37
6|19|23:37
6|20|23:37
5|90|23:37
9|46|23:37
14|53|23:37
4|85|23:37
14|92|23:38
4|92|23:38
7|88|23:38
11|68|23:38
9|35|23:38
10|10|23:38
1|65|23:38
7|91|23:38
13|79|23:38
8|14|23:38
5|69|23:39
10|56|23:39
11|21|23:39
2|2|23:39
12|60|23:39
3|97|23:39
6|25|23:39
9|23|23:39
13|52|23:39
1|40|23:39
8|91|23:40
8|25|23:40
13|67|23:40
11|75|23:40
13|82|23:40
12|22|23:40
7|5|23:41
13|41|23:41
0|51|23:41
10|94|23:42
9|12|23:42
8|2|23:42
3|74|23:42
5|53|23:42
3|57|23:42
9|28|23:42
8|67|23:43
13|76|23:43
8|48|23:43
3|86|23:43
1|92|23:43
13|5|23:43
13|23|23:43
6|93|23:43
13|51|23:43
13|61|23:43
3|89|23:43
7|22|23:44
2|37|23:45
6|51|23:45
1|10|23:45
1|34|23:45
8|98|23:45
6|19|23:45
1|70|23:45
0|64|23:45
1|6|23:46
10|93|23:46
6|21|23:47
12|55|23:47
14|50|23:47
2|55|23:47
8|16|23:47
11|56|23:47
10|49|23:47
7|50|23:47
13|11|23:47
9|97|23:47
9|65|23:47
13|6|23:47
7|81|23:48
0|39|23:48
9|55|23:48
14|30|23:48
0|69|23:48
3|97|23:49
6|48|23:49
10|91|23:49
10|50|23:49
5|96|23:49
2|93|23:49
11|46|23:49
9|76|23:49
7|10|23:49
1|28|23:49
11|14|23:49
0|11|23:49
0|40|23:49
4|79|23:50
0|83|23:50
9|18|23:51
2|83|23:51
3|58|23:51
14|64|23:51
7|67|23:51
12|13|23:52
14|41|23:52
10|36|23:52
13|97|23:52
8|48|23:53
6|96|23:53
3|60|23:53
7|85|23:53
4|11|23:53
0|21|23:53
9|82|23:53
8|54|23:53
9|82|23:53
0|93|23:53
13|69|23:53
10|60|23:53
7|92|23:54
11|72|23:54
4|79|23:54
11|93|23:54
7|89|23:54
2|81|23:54
9|97|23:54
11|78|23:54
8|17|23:54
2|57|23:54
3|61|23:54
7|53|23:54
11|83|23:55
3|28|23:55
10|87|23:55
3|56|23:55
8|78|23:55
14|3|23:55
14|69|23:55
12|21|23:55
6|9|23:55
14|51|23:55
11|99|23:55
4|34|23:55
0|40|23:56
2|10|23:56
3|33|23:56
9|64|23:56
0|44|23:56
6|28|23:56
1|8|23:56
6|57|23:57
6|80|23:57
4|15|23:57
10|82|23:57
3|34|23:57
12|0|23:57
13|42|23:57
12|69|23:57
2|9|23:57
2|66|23:57
6|50|23:57
5|37|23:57
5|9|23:57
2|0|23:58
8|22|23:58
10|84|23:58
10|61|23:58
11|23|23:58
7|57|23:58
11|28|23:58
0|10|23:58
4|24|23:58
0|84|23:58
13|45|23:58
10|73|23:59
0|25|23:59
7|43|23:59
6|51|23:59
12|64|23:59
2|84|23:59
2|60|23:59
14|13|23:59
8|31|23:59
7|71|23:59
1|75|23:59
5|4|00:00
3|46|00:00
6|28|00:00
6|58|00:00
6|46|00:00
2|49|00:01
3|60|00:01
0|41|00:01
8|85|00:01
6|47|00:02
1|81|00:02
4|30|00:02
4|1|00:02
13|20|00:02
10|76|00:02
11|92|00:02
11|79|00:02
0|56|00:02
4|69|00:02
12|81|00:03
1|98|00:03
3|24|00:03
4|43|00:03
11|48|00:03
8|65|00:04
4|23|00:04
0|36|00:04
7|28|00:04
4|96|00:04
10|42|00:04
1|34|00:04
1|39|00:04
0|14|00:04
8|48|00:04
3|62|00:04
0|48|00:04
13|12|00:04
11|80|00:04
10|58|00:05
6|93|00:05
4|59|00:05
5|63|00:05
3|48|00:05
6|22|00:05
9|45|00:05
9|98|00:07
1|34|00:07
5|56|00:08
8|19|00:08
0|49|00:08
11|83|00:08
11|28|00:08
7|42|00:08
3|23|00:09
10|23|00:09
8|76|00:09
4|68|00:09
2|17|00:09
7|31|00:09
2|64|00:09
8|76|00:09
8|66|00:09
12|97|00:09
14|87|00:09
14|57|00:09
6|40|00:09
10|79|00:10
12|37|00:13
7|17|00:16
12|58|00:16
3|23|00:16
4|86|00:16
3|87|00:16
6|65|00:16
7|40|00:17
9|71|00:17
5|43|00:17
0|53|00:17
3|73|00:17
4|74|00:17
10|32|00:17
14|77|00:17
13|78|00:18
0|8|00:18
14|8|00:18
13|15|00:18
6|35|00:18
14|48|00:18
10|57|00:18
13|43|00:18
1|4|00:18
10|48|00:18
0|49|00:18
6|93|00:19
10|52|00:19
7|71|00:19
0|23|00:20
11|19|00:20
9|15|00:20
14|14|00:20
4|69|00:20
10|98|00:20
7|20|00:20
5|85|00:20
8|10|00:21
8|36|00:21
5|58|00:21
5|63|00:21
3|21|00:21
5|92|00:21
0|61|00:25
1|32|00:25
14|59|00:25
12|77|00:25
7|18|00:25
0|1|00:25
13|21|00:25
2|24|00:25
1|20|00:25
5|52|00:25
13|50|00:25
14|68|00:25
14|51|00:26
12|35|00:26
6|26|00:26
14|62|00:26
12|58|00:26
10|2|00:26
3|87|00:26
2|98|00:26
4|58|00:26
6|94|00:26
9|50|00:26
6|7|00:26
2|11|00:26
1|75|00:27
7|8|00:27
8|57|00:27
12|18|00:27
10|93|00:28
7|89|00:28
9|1|00:28
9|63|00:28
10|95|00:28
13|57|00:28
1|59|00:28
6|23|00:29
14|42|00:29
9|46|00:29
1|23|00:29
13|15|00:29
1|52|00:29
5|79|00:29
13|68|00:29
14|31|00:29
5|38|00:29
9|32|00:29
12|27|00:29
11|54|00:30
4|0|00:30
7|55|00:30
11|80|00:30
6|77|00:30
0|77|00:30
6|52|00:30
7|98|00:30
11|30|00:30
12|42|00:30
3|43|00:33
5|32|00:33
2|80|00:33
6|85|00:33
9|83|00:33
12|4|00:33
14|14|00:33
9|71|00:33
3|74|00:33
7|36|00:34
5|82|00:34
7|88|00:34
2|1|00:34
14|19|00:34
14|3|00:41
4|61|00:41
10|89|00:41
12|59|00:41
1|14|00:41
1|54|00:42
12|13|00:42
8|36|00:42
14|67|00:42
12|8|00:42
4|99|00:42
13|86|00:42
11|93|00:42
6|18|00:42
13|2|00:43
8|9|00:43
5|23|00:43
8|27|00:43
13|73|00:43
8|35|00:43
2|22|00:43
6|80|00:43
13|97|00:43
1|17|00:43
1|64|00:43
4|41|00:43
0|60|00:43
10|19|00:43
10|58|00:43
8|4|00:43
4|24|00:43
9|94|00:43
11|28|00:43
1|32|00:43
12|43|00:43
3|36|00:43
8|65|00:43
3|45|00:43
8|20|00:43
13|95|00:43
12|24|00:44
6|93|00:44
1|54|00:44
10|15|00:44
14|92|00:44
1|84|00:44
13|84|00:44
2|41|00:44
3|96|00:44
4|83|00:44
5|6|00:44
10|29|00:44
6|31|00:44
9|80|00:44
7|30|00:44
10|72|00:44
13|67|00:44
8|82|00:44
2|54|00:44
5|21|00:44
7|18|00:44
1|50|00:44
5|62|00:44
14|38|00:44
13|32|00:44
7|24|00:45
6|65|00:45
9|84|00:45
4|67|00:45
1|98|00:45
0|75|00:45
10|85|00:45
11|81|00:45
0|80|00:45
2|17|00:45
3|16|00:45
9|55|00:45
9|21|00:45
5|2|00:45
10|87|00:45
8|95|00:45
14|37|00:45
11|64|00:45
1|76|00:45
3|90|00:45
14|29|00:45
7|84|00:45
1|86|00:45
10|21|00:45
9|23|00:45
7|77|00:46
11|85|00:46
1|69|00:46
13|34|00:46
2|86|00:46
7|33|00:46
0|28|00:46
13|74|00:46
12|53|00:46
2|86|00:46
1|82|00:46
2|33|00:46
3|84|00:46
2|50|00:46
2|65|00:46
11|86|00:46
6|31|00:46
14|88|00:46
14|46|00:46
11|72|00:46
4|98|00:46
11|95|00:46
9|57|00:46
7|77|00:47
8|71|00:47
13|52|00:47
8|24|00:47
3|50|00:47
3|28|00:47
2|94|00:47
2|67|00:47
8|95|00:47
9|63|00:47
14|82|00:47
6|50|00:47
9|98|00:47
6|86|00:47
6|34|00:47
0|11|00:47
8|46|00:47
11|58|00:47
14|41|00:47
0|63|00:47
6|28|00:47
6|68|00:47
11|19|00:47
14|29|00:47
1|49|00:47
9|97|00:48
1|56|00:48
5|0|00:48
10|56|00:48
5|42|00:48
13|28|00:48
1|76|00:48
9|28|00:48
8|83|00:48
8|34|00:48
13|2|00:48
8|0|00:48
3|87|00:48
2|97|00:48
10|29|00:48
8|81|00:48
13|72|00:48
6|17|00:48
11|7|00:48
6|38|00:48
12|3|00:48
5|53|00:48
2|77|00:48
4|37|00:48
10|9|00:49
7|88|00:49
6|62|00:49
6|67|00:49
13|88|00:49
5|9|00:49
3|81|00:49
0|47|00:49
4|15|00:49
3|53|00:49
5|94|00:49
9|69|00:49
13|50|00:49
5|93|00:49
8|28|00:49
3|48|00:49
13|52|00:49
0|62|00:49
9|27|00:49
2|31|00:49
5|44|00:49
10|28|00:49
3|24|00:50
8|11|00:50
2|78|00:50
1|84|00:50
0|18|00:50
10|83|00:50
5|39|00:50
6|63|00:50
12|11|00:50
10|51|00:50
4|97|00:50
9|17|00:50
9|40|00:50
1|75|00:50
2|88|00:50
3|42|00:50
0|47|00:50
0|35|00:50
4|23|00:50
5|21|00:50
8|35|00:50
5|75|00:50
13|86|00:50
0|21|00:50
5|4|00:51
3|81|00:51
11|55|00:51
0|22|00:51
2|68|00:51
10|7|00:51
4|81|00:51
9|87|00:51
5|34|00:51
12|98|00:51
3|17|00:51
10|94|00:51
0|12|00:51
13|11|00:52
11|79|00:52
2|61|00:52
11|63|00:52
2|44|00:52
5|49|00:52
2|63|00:52
12|83|00:52
3|40|00:52
8|46|00:52
13|84|00:52
5|48|00:52
8|9|00:53
